	View 	Donor 	Sample 	Track Name 	Species 	Consortium
	signal	S0022I	ERS222366	bpHistoneModsS0022IH2H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S0022I	ERS222366	bpHistoneModsS0022IH2H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S0022I	ERS222366	bpHistoneModsS0022IH2InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002R5	ERS227598	bpHistoneModsS002R5H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002R5	ERS227598	bpHistoneModsS002R5H1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002R5	ERS227598	bpHistoneModsS002R5H1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002R5	ERS227598	bpHistoneModsS002R5H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002R5	ERS227598	bpHistoneModsS002R5H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002R5	ERS227598	bpHistoneModsS002R5H1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002R5	ERS227598	bpHistoneModsS002R5H1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002S3	ERS227606	bpHistoneModsS002S3H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002S3	ERS227606	bpHistoneModsS002S3H1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002S3	ERS227606	bpHistoneModsS002S3H1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002S3	ERS227606	bpHistoneModsS002S3H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002S3	ERS227606	bpHistoneModsS002S3H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002S3	ERS227606	bpHistoneModsS002S3H1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S002S3	ERS227606	bpHistoneModsS002S3H1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	ERS353040	ERS353040	bpHistoneModsS0033CH0H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	ERS353040	ERS353040	bpHistoneModsS0033CH0H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	ERS353040	ERS353040	bpHistoneModsS0033CH0H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	ERS353040	ERS353040	bpHistoneModsS0033CH0InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227675	bpHistoneModsS00390H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227675	bpHistoneModsS00390H1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227675	bpHistoneModsS00390H1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227675	bpHistoneModsS00390H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227675	bpHistoneModsS00390H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227675	bpHistoneModsS00390H1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227675	bpHistoneModsS00390H1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227673	bpHistoneModsS00390H2H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227673	bpHistoneModsS00390H2H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00390	ERS227673	bpHistoneModsS00390H2InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S0040E	ERS257189	bpHistoneModsS0040EH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S0040E	ERS257189	bpHistoneModsS0040EH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S0040E	ERS257189	bpHistoneModsS0040EH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004BT	ERS257244	bpHistoneModsS004BTH2H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004BT	ERS257244	bpHistoneModsS004BTH2H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004BT	ERS257244	bpHistoneModsS004BTH2H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004BT	ERS257244	bpHistoneModsS004BTH2H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004BT	ERS257244	bpHistoneModsS004BTH2H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004BT	ERS257244	bpHistoneModsS004BTH2H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004BT	ERS257244	bpHistoneModsS004BTH2InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004JD	ERS257250	bpHistoneModsS004JDH2H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004JD	ERS257250	bpHistoneModsS004JDH2H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004JD	ERS257250	bpHistoneModsS004JDH2H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004JD	ERS257250	bpHistoneModsS004JDH2InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004KB	ERS257253	bpHistoneModsS004KBH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S004KB	ERS257253	bpHistoneModsS004KBH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S005YG	ERS257333	bpHistoneModsS005YGH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S005YG	ERS257333	bpHistoneModsS005YGH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S005YG	ERS257333	bpHistoneModsS005YGH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S005YG	ERS257333	bpHistoneModsS005YGH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S005YG	ERS257333	bpHistoneModsS005YGH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00622	ERS257336	bpHistoneModsS00622H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00622	ERS257336	bpHistoneModsS00622H1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00622	ERS257336	bpHistoneModsS00622H1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00622	ERS257336	bpHistoneModsS00622H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00622	ERS257336	bpHistoneModsS00622H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00622	ERS257336	bpHistoneModsS00622H1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00622	ERS257336	bpHistoneModsS00622H1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006VI	ERS257378	bpHistoneModsS006VIH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006VI	ERS257378	bpHistoneModsS006VIH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006VI	ERS257378	bpHistoneModsS006VIH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006VI	ERS257378	bpHistoneModsS006VIH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006VI	ERS257378	bpHistoneModsS006VIH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006VI	ERS257378	bpHistoneModsS006VIH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006VI	ERS257378	bpHistoneModsS006VIH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006XE	ERS257387	bpHistoneModsS006XEH2H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006XE	ERS257387	bpHistoneModsS006XEH2H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006XE	ERS257387	bpHistoneModsS006XEH2H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006XE	ERS257387	bpHistoneModsS006XEH2H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S006XE	ERS257387	bpHistoneModsS006XEH2InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007DD	ERS257432	bpHistoneModsS007DDH2H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007DD	ERS257432	bpHistoneModsS007DDH2H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007DD	ERS257432	bpHistoneModsS007DDH2H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007DD	ERS257432	bpHistoneModsS007DDH2H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007DD	ERS257432	bpHistoneModsS007DDH2H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007DD	ERS257432	bpHistoneModsS007DDH2H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007DD	ERS257432	bpHistoneModsS007DDH2InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007G7	ERS257461	bpHistoneModsS007G7H4H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007G7	ERS257461	bpHistoneModsS007G7H4H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007G7	ERS257461	bpHistoneModsS007G7H4H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007G7	ERS257461	bpHistoneModsS007G7H4H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007G7	ERS257461	bpHistoneModsS007G7H4H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007G7	ERS257461	bpHistoneModsS007G7H4H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007G7	ERS257461	bpHistoneModsS007G7H4InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007SK	ERS317193	bpHistoneModsS007SKH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007SK	ERS317193	bpHistoneModsS007SKH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007SK	ERS317193	bpHistoneModsS007SKH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007SK	ERS317193	bpHistoneModsS007SKH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007SK	ERS317193	bpHistoneModsS007SKH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007SK	ERS317193	bpHistoneModsS007SKH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S007SK	ERS317193	bpHistoneModsS007SKH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S008H1	ERS337154	bpHistoneModsS008H1H1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S008H1	ERS337154	bpHistoneModsS008H1H1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S008H1	ERS337154	bpHistoneModsS008H1H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S008H1	ERS337154	bpHistoneModsS008H1H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S008H1	ERS337154	bpHistoneModsS008H1H1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S008H1	ERS337154	bpHistoneModsS008H1H1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S009W4	ERS337160	bpHistoneModsS009W4H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S009W4	ERS337160	bpHistoneModsS009W4H1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S009W4	ERS337160	bpHistoneModsS009W4H1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S009W4	ERS337160	bpHistoneModsS009W4H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S009W4	ERS337160	bpHistoneModsS009W4H1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S009W4	ERS337160	bpHistoneModsS009W4H1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00AYX	ERS466416	bpHistoneModsS00AYXH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00AYX	ERS466416	bpHistoneModsS00AYXH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00B0N	ERS466415	bpHistoneModsS00B0NH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00B0N	ERS466415	bpHistoneModsS00B0NH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00B1L	ERS466414	bpHistoneModsS00B1LH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00B1L	ERS466414	bpHistoneModsS00B1LH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BHQ	ERS358671	bpHistoneModsS00BHQH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BHQ	ERS358671	bpHistoneModsS00BHQH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BHQ	ERS358671	bpHistoneModsS00BHQH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BHQ	ERS358671	bpHistoneModsS00BHQH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BHQ	ERS358671	bpHistoneModsS00BHQH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BHQ	ERS358671	bpHistoneModsS00BHQH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358678	bpHistoneModsS00BJMH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358678	bpHistoneModsS00BJMH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358678	bpHistoneModsS00BJMH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358678	bpHistoneModsS00BJMH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358678	bpHistoneModsS00BJMH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358678	bpHistoneModsS00BJMH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358674	bpHistoneModsS00BJMH2H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358674	bpHistoneModsS00BJMH2H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358674	bpHistoneModsS00BJMH2H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BJM	ERS358674	bpHistoneModsS00BJMH2InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BKK	ERS358684	bpHistoneModsS00BKKH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BKK	ERS358684	bpHistoneModsS00BKKH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BKK	ERS358684	bpHistoneModsS00BKKH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BKK	ERS358684	bpHistoneModsS00BKKH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BKK	ERS358684	bpHistoneModsS00BKKH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BKK	ERS358684	bpHistoneModsS00BKKH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BKK	ERS358684	bpHistoneModsS00BKKH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BS4	ERS358691	bpHistoneModsS00BS4H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BS4	ERS358691	bpHistoneModsS00BS4H1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BS4	ERS358691	bpHistoneModsS00BS4H1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BS4	ERS358691	bpHistoneModsS00BS4H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BS4	ERS358691	bpHistoneModsS00BS4H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BS4	ERS358691	bpHistoneModsS00BS4H1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00BS4	ERS358691	bpHistoneModsS00BS4H1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534009	bpHistoneModsS00BWXH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534009	bpHistoneModsS00BWXH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534009	bpHistoneModsS00BWXH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534009	bpHistoneModsS00BWXH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534010	bpHistoneModsS00BXVH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534010	bpHistoneModsS00BXVH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534010	bpHistoneModsS00BXVH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534011	bpHistoneModsS00BYTH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534011	bpHistoneModsS00BYTH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534011	bpHistoneModsS00BYTH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534012	bpHistoneModsS00C0JH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534012	bpHistoneModsS00C0JH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031319896021	ERS534012	bpHistoneModsS00C0JH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C1H	ERS358696	bpHistoneModsS00C1HH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C1H	ERS358696	bpHistoneModsS00C1HH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C1H	ERS358696	bpHistoneModsS00C1HH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C1H	ERS358696	bpHistoneModsS00C1HH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C1H	ERS358696	bpHistoneModsS00C1HH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C1H	ERS358696	bpHistoneModsS00C1HH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C1H	ERS358696	bpHistoneModsS00C1HH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C2F	ERS358697	bpHistoneModsS00C2FH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C2F	ERS358697	bpHistoneModsS00C2FH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C2F	ERS358697	bpHistoneModsS00C2FH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C2F	ERS358697	bpHistoneModsS00C2FH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C2F	ERS358697	bpHistoneModsS00C2FH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C2F	ERS358697	bpHistoneModsS00C2FH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00C2F	ERS358697	bpHistoneModsS00C2FH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377497	bpHistoneModsS00DCSH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377497	bpHistoneModsS00DCSH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377497	bpHistoneModsS00DCSH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377497	bpHistoneModsS00DCSH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377497	bpHistoneModsS00DCSH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377497	bpHistoneModsS00DCSH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377497	bpHistoneModsS00DCSH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377505	bpHistoneModsS00DCSH2H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377505	bpHistoneModsS00DCSH2H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377505	bpHistoneModsS00DCSH2H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377505	bpHistoneModsS00DCSH2H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377505	bpHistoneModsS00DCSH2H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DCS	ERS377505	bpHistoneModsS00DCSH2InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DVR	ERS377537	bpHistoneModsS00DVRH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DVR	ERS377537	bpHistoneModsS00DVRH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DVR	ERS377537	bpHistoneModsS00DVRH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DVR	ERS377537	bpHistoneModsS00DVRH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DVR	ERS377537	bpHistoneModsS00DVRH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00DVR	ERS377537	bpHistoneModsS00DVRH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00FTN	ERS422247	bpHistoneModsS00FTNH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00FTN	ERS422247	bpHistoneModsS00FTNH1H3K27me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00FTN	ERS422247	bpHistoneModsS00FTNH1H3K36me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00FTN	ERS422247	bpHistoneModsS00FTNH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00FTN	ERS422247	bpHistoneModsS00FTNH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00FTN	ERS422247	bpHistoneModsS00FTNH1H3K9me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	S00FTN	ERS422247	bpHistoneModsS00FTNH1InputMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534013	bpHistoneModsS00NJBH1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534013	bpHistoneModsS00NJBH1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534013	bpHistoneModsS00NJBH1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534014	bpHistoneModsS00NK9H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534014	bpHistoneModsS00NK9H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534014	bpHistoneModsS00NK9H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534015	bpHistoneModsS00NM5H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534015	bpHistoneModsS00NM5H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534015	bpHistoneModsS00NM5H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534016	bpHistoneModsS00NN3H1H3K27acMACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534016	bpHistoneModsS00NN3H1H3K4me1MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	N00031401639721	ERS534016	bpHistoneModsS00NN3H1H3K4me3MACS2_wigglerEMBL-EBIwiggler	human	Blueprint
	signal	231-73	CEMT0004	A34019:nrm_signal	human	CEEHRC
	signal	231-73	CEMT0004	A34019:signal	human	CEEHRC
	signal	231-73	CEMT0004	A34020:nrm_signal	human	CEEHRC
	signal	231-73	CEMT0004	A34020:signal	human	CEEHRC
	signal	231-73	CEMT0004	A34021:nrm_signal	human	CEEHRC
	signal	231-73	CEMT0004	A34021:signal	human	CEEHRC
	signal	231-73	CEMT0004	A34022:nrm_signal	human	CEEHRC
	signal	231-73	CEMT0004	A34022:signal	human	CEEHRC
	signal	231-73	CEMT0004	A34023:nrm_signal	human	CEEHRC
	signal	231-73	CEMT0004	A34023:signal	human	CEEHRC
	signal	231-73	CEMT0004	A34024:nrm_signal	human	CEEHRC
	signal	231-73	CEMT0004	A34024:signal	human	CEEHRC
	signal	231-73	CEMT0004	A34025:nrm_signal	human	CEEHRC
	signal	231-73	CEMT0004	A34025:signal	human	CEEHRC
	signal	231-74	CEMT0005	A34035:nrm_signal	human	CEEHRC
	signal	231-74	CEMT0005	A34035:signal	human	CEEHRC
	signal	231-74	CEMT0005	A34036:nrm_signal	human	CEEHRC
	signal	231-74	CEMT0005	A34036:signal	human	CEEHRC
